7249.00,7876.00,391.4011,141.1140,628,627.00
7877.00,8812.00,314.7257,129.3188,936,935.00
8813.00,9518.00,365.9834,60.9694,706,705.00
9636.00,10001.00,384.9027,26.1309,366,365.00
10016.00,10864.00,127.3966,179.7233,849,848.00
10893.00,11326.00,505.5940,175.2304,434,433.00
11346.00,11590.00,121.2273,115.7282,245,244.00
11727.00,12357.00,315.9727,33.9458,631,630.00
12376.00,12617.00,596.7682,117.3748,242,241.00
12626.00,12886.00,425.0487,23.0318,261,260.00
12903.00,13140.00,429.3676,403.7399,238,237.00
13141.00,13358.00,430.7688,319.9495,218,217.00
13367.00,13554.00,327.7856,433.0755,188,187.00
13555.00,13729.00,340.3606,361.9394,175,174.00
13739.00,13930.00,507.7094,394.7432,192,191.00
14125.00,15088.00,468.4122,261.6030,964,963.00
15104.00,15610.00,283.0158,119.5893,507,506.00
15646.00,16127.00,502.9631,269.4684,474,481.00
16199.00,16886.00,326.2775,157.5350,675,687.00
16897.00,17415.00,348.1283,277.5125,519,518.00
17440.00,17950.00,425.3022,64.8299,511,510.00
17952.00,18562.00,330.2021,76.4450,611,610.00
18563.00,18817.00,351.5565,130.1008,255,254.00
18992.00,19300.00,397.8314,14.7246,309,308.00
19305.00,19619.00,393.9892,144.2873,315,314.00
19620.00,20717.00,364.2940,118.6207,1098,1097.00
20718.00,21131.00,379.8966,167.1906,414,413.00
21138.00,21395.00,471.7078,90.9244,258,257.00
21529.00,21713.00,-138.2935,568.3595,185,184.00
21741.00,21906.00,203.1946,460.9861,166,165.00
21931.00,22125.00,447.9174,216.1615,195,194.00
22129.00,22637.00,335.5244,167.6542,509,508.00
22648.00,23079.00,460.6421,283.3065,432,431.00
23086.00,23619.00,358.9365,151.2060,534,533.00
23721.00,24060.00,380.0121,123.3926,340,339.00
24068.00,24370.00,488.5901,234.0505,303,302.00
24382.00,25129.00,671.0606,224.9759,748,747.00
25148.00,25360.00,379.4207,168.0507,213,212.00
25660.00,26014.00,401.7152,111.9854,355,354.00
26015.00,26759.00,334.1937,170.1617,745,744.00
26760.00,27002.00,254.6366,169.3580,243,242.00
27019.00,27188.00,571.1753,276.3912,170,169.00
27189.00,27498.00,617.9819,263.9648,310,309.00
27734.00,28502.00,542.9867,144.3081,769,768.00
28523.00,28804.00,369.5596,189.1681,282,281.00
29089.00,29372.00,449.3437,308.6683,284,283.00
29373.00,30056.00,436.8509,367.8143,684,683.00
30064.00,30558.00,318.9881,238.8105,495,494.00
30560.00,31830.00,258.1998,170.9541,1271,1270.00
31960.00,33152.00,529.8437,277.1065,1193,1192.00
33153.00,34378.00,465.7095,341.7645,1226,1225.00
34379.00,34669.00,530.4340,296.3223,291,290.00
34692.00,35479.00,668.2708,84.4978,788,787.00
35490.00,37172.00,535.3787,204.3415,1683,1682.00
37344.00,40277.00,464.6318,204.3773,2808,2933.00
40278.00,41839.00,439.3378,256.9206,1562,1561.00
41984.00,43250.00,430.5814,310.4911,1267,1266.00
43251.00,45934.00,389.6295,305.1365,2684,2683.00
45935.00,46306.00,332.5000,316.7782,372,371.00
46379.00,47142.00,314.9656,318.4768,764,763.00
47143.00,47380.00,396.8143,331.9513,238,237.00
47381.00,48259.00,467.9455,315.1961,879,878.00
48304.00,49129.00,368.3247,313.2754,826,825.00
49130.00,50924.00,325.6609,338.0462,1795,1794.00
50925.00,51109.00,387.3611,330.4454,185,184.00
51240.00,52071.00,442.4346,256.1725,832,831.00
52090.00,52517.00,376.3881,38.0063,428,427.00
52529.00,52792.00,493.1568,57.3303,264,263.00
53086.00,53400.00,340.4321,317.1378,315,314.00
53406.00,53916.00,458.9875,254.2481,511,510.00
53937.00,54256.00,188.6331,355.8328,320,319.00
54273.00,54808.00,214.2479,143.6744,536,535.00
54809.00,54899.00,165.0044,137.8505,91,90.00
55102.00,55709.00,515.2554,218.3109,608,607.00
55785.00,56034.00,495.4504,233.9564,250,249.00
56035.00,56280.00,551.9768,246.7951,246,245.00
56281.00,56523.00,478.5412,247.4226,243,242.00
56524.00,56955.00,480.0296,247.5993,432,431.00
57020.00,57167.00,602.9831,139.7966,148,147.00
