684.0744,360.3936,486.9617,395.6661,11.00,3.15,280.15,1,2
486.9617,395.6661,633.4982,199.0343,19.00,3.85,143.31,2,3
633.4982,199.0343,652.4708,107.5662,2.00,1.47,168.28,3,4
652.4708,107.5662,445.8115,125.6751,11.00,3.26,275.01,4,5
445.8115,125.6751,212.5495,167.1293,11.00,3.72,280.08,5,6
212.5495,167.1293,540.4249,151.9058,14.00,5.15,92.66,6,7
540.4249,151.9058,679.4182,126.8634,8.00,2.22,100.21,7,8
679.4182,126.8634,600.4167,98.3943,1.00,1.32,250.18,8,9
600.4167,98.3943,929.9137,104.4705,17.00,5.17,88.94,9,10
929.9137,104.4705,409.3110,127.4895,27.00,8.14,272.53,10,11
409.3110,127.4895,1231.5186,222.7256,212.00,12.80,83.39,11,12
1231.5186,222.7256,31.2474,455.1372,55.00,18.55,280.96,12,13
31.2474,455.1372,233.9034,152.9826,27.00,5.70,146.15,13,14
233.9034,152.9826,182.5719,176.7326,66.00,0.89,294.83,14,15
182.5719,176.7326,82.5378,171.1124,2.00,1.58,266.78,15,16
82.5378,171.1124,653.0923,124.3898,33.00,8.93,94.68,16,17
653.0923,124.3898,788.3272,122.1793,5.00,2.13,90.94,17,18
788.3272,122.1793,876.0824,119.7798,1.00,1.38,91.57,18,19
876.0824,119.7798,1016.5985,170.6839,11.00,2.35,70.09,19,20
1016.5985,170.6839,158.1485,301.7504,42.00,13.41,278.68,20,21
158.1485,301.7504,126.3118,216.3400,2.00,1.43,200.44,21,22
126.3118,216.3400,192.6253,184.4774,1.00,1.16,115.66,22,23
192.6253,184.4774,1048.6946,388.8362,41.00,13.58,76.57,23,24
1048.6946,388.8362,1079.4948,190.9091,21.00,3.15,171.15,24,25
1079.4948,190.9091,549.8450,219.4413,25.00,8.28,273.08,25,26
549.8450,219.4413,240.8715,268.4570,14.00,4.91,279.01,26,27
240.8715,268.4570,119.9343,286.5652,3.00,1.92,278.52,27,28
119.9343,286.5652,1249.2210,477.8252,52.00,17.45,80.39,28,29
1249.2210,477.8252,1118.7212,186.8061,19.00,5.00,204.15,29,30
