"Filename","RMSE gazepath fixation count","RMSE dispersion fixation count","RMSE velocity fixation count","RMSE gazepath fixation cumulative duration","RMSE dispersion fixation cumulative duration","RMSE velocity fixation cumulative duration","RMSE gazepath fixation avg duration","RMSE dispersion fixation avg duration","RMSE velocity fixation avg duration","RMSE gazepath saccade count","RMSE dispersion saccade count","RMSE velocity saccade count","RMSE gazepath saccade cumulative duration","RMSE dispersion saccade cumulative duration","RMSE velocity saccade cumulative duration","RMSE gazepath saccade avg duration","RMSE gazepath saccade adj avg duration","RMSE dispersion saccade avg duration","RMSE dispersion saccade adj avg duration","RMSE velocity saccade avg duration"
"./DTB70_Girl1_RAW_DATA_EyeTracker_CoordSystem","3.09838667696593","2.65204323745548","6.40312423743285","535.626455657299","237.486280305481","302.220890519942","85.131894851","86.7631347641683","373.678943430375","5.07937003968012","36.3120732906656","5.44671154612273","743.096058752389","310.994185154642","37.4184250514814","34.467772634881","1.02962778414694","4.55232899306409","3.55988018217263","2.40712603183815"
"./DTB70_Girl2_RAW_DATA_EyeTracker_CoordSystem","9.03696114115064","6.81175454637056","15.3384049583608","1025.85601653773","241.128596396197","393.398440939124","157.728278548731","153.661923310104","513.417891060306","22.0159033428111","93.325594917293","12.0374415886433","1540.73915070981","906.424340212684","70.5131798318584","28.9264914785703","1.40025082350639","3.5430521042222","3.58160103347835","2.36928249617626"
"./DTB70_ManRunning1_RAW_DATA_EyeTracker_CoordSystem","7.44535649471087","9.99333110962839","30.9434968935316","1282.22132774858","579.275754714454","674.365355970585","62.0641954143433","80.6836764963489","836.114740527101","9.08662020041922","90.9164451570782","35.8901100583434","1723.15428874008","1254.40084401678","116.956699124078","28.8434438096609","1.12367361126798","9.11796502631538","2.43443007494243","2.72858476956328"
"./DTB70_ManRunning2_RAW_DATA_EyeTracker_CoordSystem","4.32049379893857","4.15932686861708","12.9666238216944","392.938841721372","179.147704422915","324.510246371359","88.5039366011639","94.4556171482517","800.281847270947","4.28952211790544","30.2842093067218","10.1488915650922","685.695181260109","349.744760651726","28.3736075135562","29.7041255674481","1.26788136618327","5.15929313336294","1.92401208419155","2.96663596574821"
"./DTB70_Soccer1_RAW_DATA_EyeTracker_CoordSystem","5.58867903294986","6.42131866000538","20.9180942407923","1029.24048048387","326.329434774125","519.114984051382","62.1787566364884","90.2093409092403","496.428694414039","9.42691183085249","67.6609192961491","17.3147336104255","1601.35914750252","589.69332138833","85.6938229395795","29.4188467162424","0.749507413169896","3.98261572162788","2.74631235960714","2.48924209860526"
"./DTB70_Soccer2_RAW_DATA_EyeTracker_CoordSystem","3.9496835316263","2.46981780704569","6.59545297913646","539.455589769291","186.457412474449","188.138247041903","222.356513525468","194.556680949604","1055.42384095109","6.44722162382112","21.1959115554549","5.63619256827396","582.007674465438","396.976726190172","23.4898092088179","31.5910806012306","1.68914414318783","9.72100540126247","2.26158722181776","2.92021515160494"
"./DTB70_StreetBasketball1_RAW_DATA_EyeTracker_CoordSystem","4.36653943835008","3.57304725222976","8.96660470858396","416.979176138729","124.342403601239","222.911118311014","103.04676444221","79.4064846673709","325.542780550279","6.04428104354301","38.4694684132755","7.6702889993359","718.16205898344","413.004717039245","43.7016128230221","31.8597102435395","1.11466737089866","3.97213374076782","2.56751770309286","2.96009160599355"
"./DTB70_Walking_RAW_DATA_EyeTracker_CoordSystem","5.79079729686106","5.05305188310325","11.9833217431562","737.878874432202","280.532172842974","353.381569034568","113.23607565684","139.875064378117","1066.42241406432","11.3871272350258","49.4850145667016","8.40039681602403","1001.68240245932","602.795827841677","54.4355526900083","28.6465173910701","0.974218269358525","5.37374358649035","2.40943629771786","2.91488590678291"
"./UAV123_bike2_RAW_DATA_EyeTracker_CoordSystem","4.84424056655599","4.22689799577263","13.1732051275813","1088.64403426158","172.87548505596","404.087531771686","122.754781048733","92.2924496738912","481.468706453965","14.7986485869487","82.6192068064886","17.5793439392184","1566.25973166862","777.391305829953","109.91357990106","31.4938716721938","0.76308465495571","3.76911626479577","2.79081598208666","2.52075960124931"
"./UAV123_bike3_RAW_DATA_EyeTracker_CoordSystem","5.63619256827396","4.28952211790544","14.1055544615115","940.87896848284","325.709840195226","382.87326014405","84.7669666928542","67.9940212072242","359.788033571657","15.6236999459155","71.027928779225","13.780420893427","1303.69331055148","1203.24905899679","89.3793822795093","29.0573839763326","0.880604098211654","7.26857648859675","2.49994317988864","2.61124382442595"
"./UAV123_building1_RAW_DATA_EyeTracker_CoordSystem","3.60555127546399","3.64234356790606","12.0152680647028","1050.54928489814","202.333635364959","343.150987176199","69.8483156845576","47.3415915597748","217.104518424168","11.2398102000582","69.5763369736196","11.2901136693422","1480.45989822307","838.42824672916","78.8607522578035","33.0901118393296","1.00601347062893","4.94729832855488","3.08166329484022","2.23775963895553"
"./UAV123_building2_RAW_DATA_EyeTracker_CoordSystem","4.93963561409139","4.50555213042752","16.0955480387176","1276.22637751563","488.859148085281","622.300811505175","105.166846703506","40.2996365236276","248.957647844378","12.3234194388841","83.8794770290484","11.4833212385035","1747.77729502836","1370.11940368349","76.3602755582596","30.8515165440811","0.692714152090279","6.27794032537266","3.17404381020359","2.20581689282127"
"./UAV123_building3_RAW_DATA_EyeTracker_CoordSystem","5.32290647422377","6.98808509774554","24.3084347501027","1667.25423976069","392.085662408952","606.972432103249","52.2693281712591","52.2317631263683","341.249174978516","18.2738428726235","104.754952150244","19.5021366350801","2338.79349794789","1445.67329805527","109.273729886617","29.0034431131196","0.716805642829147","6.97795228173433","2.77480453993719","2.12869122091303"
