669.6879,528.8904,816.1274,454.5376,6.00,2.58,116.92,1,2
816.1274,454.5376,770.0352,258.1216,10.00,3.17,193.21,2,3
770.0352,258.1216,763.7632,130.9170,4.00,2.00,182.82,3,4
763.7632,130.9170,553.4823,395.2126,25.00,5.30,321.49,4,5
553.4823,395.2126,587.9336,278.3075,3.00,1.92,163.58,5,6
587.9336,278.3075,699.3770,195.9225,9.00,2.18,126.47,6,7
699.3770,195.9225,728.7613,164.5889,1.00,0.68,136.84,7,8
728.7613,164.5889,797.7372,110.0779,1.00,1.38,128.32,8,9
797.7372,110.0779,521.2675,73.1734,17.00,4.38,262.40,9,10
521.2675,73.1734,558.6197,63.8272,1.00,0.61,104.05,10,11
558.6197,63.8272,830.0289,90.7458,14.00,4.28,84.34,11,12
830.0289,90.7458,887.5750,72.8329,136.00,0.95,107.29,12,13
887.5750,72.8329,760.5285,439.7557,26.00,6.08,340.90,13,14
760.5285,439.7557,872.6092,672.9836,22.00,4.06,25.67,14,15
872.6092,672.9836,826.1657,475.8583,8.00,3.18,193.26,15,16
826.1657,475.8583,786.7850,240.2783,12.00,3.75,189.49,16,17
786.7850,240.2783,782.8651,201.1853,1.00,0.62,185.73,17,18
782.8651,201.1853,501.4026,320.6145,22.00,4.80,292.99,18,19
501.4026,320.6145,395.9369,406.8259,7.00,2.14,309.26,19,20
395.9369,406.8259,481.9547,467.5105,3.00,1.66,54.80,20,21
481.9547,467.5105,850.6419,282.3559,174.00,6.46,116.67,21,22
850.6419,282.3559,783.6194,246.7166,1.00,1.19,242.00,22,23
783.6194,246.7166,706.5859,219.4552,1.00,1.28,250.51,23,24
706.5859,219.4552,777.0801,197.0147,1.00,1.16,107.66,24,25
777.0801,197.0147,827.3560,247.0940,1.00,1.12,45.11,25,26
827.3560,247.0940,804.6519,272.9548,162.00,0.54,318.72,26,27
804.6519,272.9548,802.6169,556.7978,16.00,4.46,359.59,27,28
802.6169,556.7978,874.6086,580.7337,1.00,1.19,71.61,28,29
874.6086,580.7337,805.2958,485.5785,3.00,1.85,216.07,29,30
805.2958,485.5785,781.8153,397.3431,1.00,1.44,194.90,30,31
781.8153,397.3431,761.6556,227.6587,8.00,2.69,186.78,31,32
761.6556,227.6587,789.2807,442.4657,20.00,3.40,7.33,32,33
789.2807,442.4657,759.7863,244.2567,127.00,3.15,188.46,33,34
759.7863,244.2567,735.4704,194.3686,1.00,0.87,205.99,34,35
735.4704,194.3686,752.9717,113.9983,1.00,1.29,167.72,35,36
752.9717,113.9983,731.2158,81.8889,1.00,0.61,214.12,36,37
731.2158,81.8889,772.8498,256.2559,13.00,2.82,13.43,37,38
772.8498,256.2559,749.4189,145.6540,3.00,1.78,191.96,38,39
749.4189,145.6540,725.1820,81.5614,1.00,1.08,200.71,39,40
725.1820,81.5614,779.2199,411.9902,30.00,5.25,9.29,40,41
779.2199,411.9902,744.3078,336.2016,1.00,1.31,204.73,41,42
744.3078,336.2016,755.9501,125.5215,10.00,3.31,176.84,42,43
755.9501,125.5215,745.4761,46.4613,48.00,1.25,187.55,43,44
745.4761,46.4613,732.8538,423.4305,33.00,5.91,358.08,44,45
732.8538,423.4305,774.4111,519.2671,3.00,1.64,23.44,45,46
774.4111,519.2671,765.8906,124.3006,22.00,6.19,181.24,46,47
765.8906,124.3006,743.8849,80.4056,1.00,0.77,206.63,47,48
743.8849,80.4056,739.0183,169.0000,1.00,1.40,356.86,48,49
739.0183,169.0000,732.1000,87.2101,1.00,1.29,184.83,49,50
732.1000,87.2101,731.2599,46.4059,132.00,0.64,181.18,50,51
731.2599,46.4059,719.0486,43.7042,178.00,0.20,257.52,51,52
719.0486,43.7042,698.6195,245.6779,16.00,3.19,354.22,52,53
698.6195,245.6779,740.2026,50.3274,7.00,3.14,167.98,53,54
740.2026,50.3274,365.9723,197.8653,30.00,6.30,291.52,54,55
365.9723,197.8653,417.0809,336.1497,9.00,2.32,20.28,55,56
417.0809,336.1497,213.4172,287.3689,10.00,3.29,256.53,56,57
213.4172,287.3689,418.3344,430.8771,20.00,3.93,55.00,57,58
418.3344,430.8771,430.8673,518.5183,1.00,1.39,8.14,58,59
430.8673,518.5183,161.2498,283.1762,25.00,5.61,228.88,59,60
161.2498,283.1762,851.6964,173.1299,29.00,10.86,99.06,60,61
851.6964,173.1299,729.7219,597.9371,29.00,6.92,343.98,61,62
729.7219,597.9371,717.7090,158.9975,26.00,6.87,181.57,62,63
717.7090,158.9975,783.0949,447.9051,24.00,4.65,12.75,63,64
783.0949,447.9051,743.1019,140.1622,18.00,4.87,187.40,64,65
743.1019,140.1622,724.6874,78.9940,1.00,1.00,196.75,65,66
724.6874,78.9940,784.8303,352.8518,23.00,4.40,12.39,66,67
784.8303,352.8518,779.5287,436.5906,1.00,1.32,356.38,67,68
779.5287,436.5906,717.8962,169.6362,13.00,4.30,193.00,68,69
717.8962,169.6362,749.5715,145.4178,133.00,0.63,127.40,69,70
749.5715,145.4178,784.5154,360.4070,16.00,3.42,9.23,70,71
784.5154,360.4070,337.4835,380.1548,27.00,7.00,272.53,71,72
337.4835,380.1548,293.8733,281.0084,3.00,1.70,203.74,72,73
293.8733,281.0084,220.9476,474.3421,9.00,3.25,339.33,73,74
220.9476,474.3421,758.8135,364.3757,26.00,8.57,101.55,74,75
758.8135,364.3757,811.3024,266.2676,5.00,1.75,151.85,75,76
811.3024,266.2676,555.1537,113.4505,22.00,4.68,239.18,76,77
555.1537,113.4505,409.0817,95.8067,5.00,2.31,263.11,77,78
409.0817,95.8067,830.8231,58.9852,19.00,6.63,94.99,78,79
830.8231,58.9852,890.4235,47.3323,1.00,0.96,101.06,79,80
890.4235,47.3323,756.3573,165.2020,14.00,2.81,311.32,80,81
756.3573,165.2020,733.4177,225.0054,1.00,1.01,339.01,81,82
733.4177,225.0054,1493.1833,834.5167,14.00,14.97,51.26,82,83
1493.1833,834.5167,738.6804,221.5201,36.00,14.94,230.91,83,84
738.6804,221.5201,382.2181,242.2118,28.00,5.60,273.32,84,85
382.2181,242.2118,737.2387,95.3184,26.00,6.02,112.48,85,86
737.2387,95.3184,751.5061,50.8352,1.00,0.73,162.22,86,87
751.5061,50.8352,782.7367,239.9848,14.00,3.01,9.38,87,88
782.7367,239.9848,759.4677,107.5820,5.00,2.11,189.97,88,89
759.4677,107.5820,812.8098,48.9129,1.00,1.25,137.72,89,90
812.8098,48.9129,757.4838,42.2811,1.00,0.88,263.16,90,91
757.4838,42.2811,741.4855,147.0315,4.00,1.67,351.32,91,92
741.4855,147.0315,778.6323,271.6333,8.00,2.04,16.60,92,93
778.6323,271.6333,821.8353,307.3210,1.00,0.88,50.44,93,94
821.8353,307.3210,805.6902,150.6082,7.00,2.48,185.88,94,95
805.6902,150.6082,781.4875,72.6538,1.00,1.28,197.25,95,96
781.4875,72.6538,1387.1750,695.6000,15.00,13.41,44.20,96,97
1387.1750,695.6000,779.3907,81.4322,48.00,13.34,224.70,97,98
779.3907,81.4322,852.1402,293.0784,12.00,3.52,18.97,98,99
852.1402,293.0784,894.5327,72.7427,12.00,3.52,169.11,99,100
894.5327,72.7427,225.9892,197.0406,42.00,10.57,280.53,100,101
225.9892,197.0406,287.5755,193.8153,1.00,0.97,93.00,101,102
287.5755,193.8153,809.2748,305.5050,25.00,8.33,77.92,102,103
809.2748,305.5050,670.8855,112.5661,20.00,3.73,215.65,103,104
670.8855,112.5661,506.5488,95.6288,10.00,2.60,264.12,104,105
506.5488,95.6288,450.4835,252.8046,62.00,2.62,340.37,105,106
450.4835,252.8046,484.3458,253.1232,1.00,0.53,89.46,106,107
484.3458,253.1232,747.6181,290.8060,19.00,4.18,81.85,107,108
747.6181,290.8060,712.0605,201.9678,2.00,1.50,201.81,108,109
712.0605,201.9678,645.1532,148.6770,1.00,1.35,231.46,109,110
645.1532,148.6770,704.6260,129.2052,1.00,0.98,108.13,110,111
704.6260,129.2052,651.2484,78.9387,1.00,1.15,226.72,111,112
651.2484,78.9387,671.0335,60.0463,134.00,0.43,133.68,112,113
671.0335,60.0463,632.9637,74.9827,1.00,0.64,291.42,113,114
632.9637,74.9827,848.0711,234.7923,19.00,4.21,53.39,114,115
848.0711,234.7923,897.3093,195.6528,1.00,0.99,128.48,115,116
897.3093,195.6528,886.2659,151.5176,1.00,0.72,194.05,116,117
886.2659,151.5176,889.7280,193.6159,153.00,0.66,4.70,117,118
889.7280,193.6159,823.0013,221.4170,1.00,1.14,292.62,118,119
823.0013,221.4170,791.2442,239.4703,1.00,0.57,299.62,119,120
791.2442,239.4703,898.8510,190.1875,3.00,1.86,114.61,120,121
898.8510,190.1875,904.4704,131.4505,1.00,0.93,174.54,121,122
904.4704,131.4505,665.8832,304.5907,21.00,4.63,305.97,122,123
665.8832,304.5907,956.5659,542.6777,24.00,5.89,50.68,123,124
956.5659,542.6777,475.7074,469.3101,28.00,7.61,261.32,124,125
475.7074,469.3101,568.3989,264.3095,13.00,3.53,155.67,125,126
568.3989,264.3095,660.5238,217.2601,2.00,1.63,117.05,126,127
660.5238,217.2601,583.1155,146.2993,3.00,1.65,227.49,127,128
583.1155,146.2993,779.0277,207.1643,9.00,3.22,72.74,128,129
779.0277,207.1643,778.3938,207.0810,125.00,0.01,262.52,129,130
778.3938,207.0810,595.8333,120.7050,11.00,3.17,244.68,130,131
595.8333,120.7050,751.2534,185.0118,9.00,2.64,67.52,131,132
